dyadid,person,Day,dayOfWeek,time,genderE,genderS,conflict_A,conflict_P,Cconflict_A,Cconflict_P,Cavoid_A,Cavoid_A,woman,man,satisf_A,satisf_P,Csatisf_A,Csatis_P
2,1,7,7,-0.5,1,M,3,4,1.01,2.01,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,8,1,0.5,1,M,2,1,0.01,-0.99,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,9,2,1.5,1,M,2,1,0.01,-0.99,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,10,3,2.5,1,M,1,3,-0.99,1.01,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,11,4,3.5,1,M,3,1,1.01,-0.99,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,12,5,4.5,1,M,2,1,0.01,-0.99,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,13,6,5.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,1,14,7,6.5,1,M,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314
2,2,1,1,-6.5,-1,F,5,6,3.01,4.01,-0.012742718,-0.262742718,1,0,7,4.75,0.675651314,-1.574348686
2,2,2,2,-5.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,3,3,-4.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,6.25,0.675651314,-0.074348686
2,2,4,4,-3.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,5,5,-2.5,-1,F,4,4,2.01,2.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,6,6,-1.5,-1,F,3,2,1.01,0.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,7,7,-0.5,-1,F,4,3,2.01,1.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,8,1,0.5,-1,F,1,2,-0.99,0.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,9,2,1.5,-1,F,1,2,-0.99,0.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,10,3,2.5,-1,F,3,1,1.01,-0.99,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,11,4,3.5,-1,F,1,3,-0.99,1.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,12,5,4.5,-1,F,1,2,-0.99,0.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,13,6,5.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
2,2,14,7,6.5,-1,F,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314
3,1,1,1,-6.5,1,M,2,1,0.01,-0.99,0.237257282,0.987257282,0,1,5.75,5.75,-0.574348686,-0.574348686
3,1,2,2,-5.5,1,M,2,2,0.01,0.01,0.237257282,0.987257282,0,1,6.25,5,-0.074348686,-1.324348686
3,1,3,3,-4.5,1,M,2,3,0.01,1.01,0.237257282,0.987257282,0,1,6.75,6.5,0.425651314,0.175651314
3,1,4,4,-3.5,1,M,2,1,0.01,-0.99,0.237257282,0.987257282,0,1,6.25,6,-0.074348686,-0.324348686
3,1,5,5,-2.5,1,M,2,1,0.01,-0.99,0.237257282,0.987257282,0,1,6.5,6.25,0.175651314,-0.074348686
3,1,6,6,-1.5,1,M,4,2,2.01,0.01,0.237257282,0.987257282,0,1,6.75,6.25,0.425651314,-0.074348686
3,1,7,7,-0.5,1,M,2,2,0.01,0.01,0.237257282,0.987257282,0,1,6.5,5.5,0.175651314,-0.824348686
3,1,8,1,0.5,1,M,4,1,2.01,-0.99,0.237257282,0.987257282,0,1,6.5,6.5,0.175651314,0.175651314
3,1,9,2,1.5,1,M,1,1,-0.99,-0.99,0.237257282,0.987257282,0,1,6.5,6.5,0.175651314,0.175651314
3,1,10,3,2.5,1,M,3,2,1.01,0.01,0.237257282,0.987257282,0,1,4.25,6,-2.074348686,-0.324348686
3,1,11,4,3.5,1,M,1,1,-0.99,-0.99,0.237257282,0.987257282,0,1,6.5,6,0.175651314,-0.324348686
3,1,12,1,4.5,1,M,2,2,0.01,0.01,0.237257282,0.987257282,0,1,6.75,6.75,0.425651314,0.425651314
3,1,13,2,5.5,1,M,4,2,2.01,0.01,0.237257282,0.987257282,0,1,6.75,6.5,0.425651314,0.175651314
3,1,14,3,6.5,1,M,2,2,0.01,0.01,0.237257282,0.987257282,0,1,7,6.25,0.675651314,-0.074348686
3,2,1,1,-6.5,-1,F,1,2,-0.99,0.01,0.987257282,0.237257282,1,0,5.75,5.75,-0.574348686,-0.574348686
3,2,2,2,-5.5,-1,F,2,2,0.01,0.01,0.987257282,0.237257282,1,0,5,6.25,-1.324348686,-0.074348686
3,2,3,3,-4.5,-1,F,3,2,1.01,0.01,0.987257282,0.237257282,1,0,6.5,6.75,0.175651314,0.425651314
3,2,4,4,-3.5,-1,F,1,2,-0.99,0.01,0.987257282,0.237257282,1,0,6,6.25,-0.324348686,-0.074348686
3,2,5,5,-2.5,-1,F,1,2,-0.99,0.01,0.987257282,0.237257282,1,0,6.25,6.5,-0.074348686,0.175651314
3,2,6,6,-1.5,-1,F,2,4,0.01,2.01,0.987257282,0.237257282,1,0,6.25,6.75,-0.074348686,0.425651314
3,2,7,7,-0.5,-1,F,2,2,0.01,0.01,0.987257282,0.237257282,1,0,5.5,6.5,-0.824348686,0.175651314
3,2,8,1,0.5,-1,F,1,4,-0.99,2.01,0.987257282,0.237257282,1,0,6.5,6.5,0.175651314,0.175651314
3,2,9,2,1.5,-1,F,1,1,-0.99,-0.99,0.987257282,0.237257282,1,0,6.5,6.5,0.175651314,0.175651314
3,2,10,3,2.5,-1,F,2,3,0.01,1.01,0.987257282,0.237257282,1,0,6,4.25,-0.324348686,-2.074348686
3,2,11,4,3.5,-1,F,1,1,-0.99,-0.99,0.987257282,0.237257282,1,0,6,6.5,-0.324348686,0.175651314
3,2,12,1,4.5,-1,F,2,2,0.01,0.01,0.987257282,0.237257282,1,0,6.75,6.75,0.425651314,0.425651314
3,2,13,2,5.5,-1,F,2,4,0.01,2.01,0.987257282,0.237257282,1,0,6.5,6.75,0.175651314,0.425651314
3,2,14,3,6.5,-1,F,2,2,0.01,0.01,0.987257282,0.237257282,1,0,6.25,7,-0.074348686,0.675651314
4,1,1,1,-6.5,1,M,5,5,3.01,3.01,1.362257282,0.487257282,0,1,5,4.5,-1.324348686,-1.824348686
4,1,2,2,-5.5,1,M,3,6,1.01,4.01,1.362257282,0.487257282,0,1,5.25,5.75,-1.074348686,-0.574348686
4,1,3,3,-4.5,1,M,1,1,-0.99,-0.99,1.362257282,0.487257282,0,1,5.25,7,-1.074348686,0.675651314
4,1,4,4,-3.5,1,M,3,4,1.01,2.01,1.362257282,0.487257282,0,1,5,6.25,-1.324348686,-0.074348686
4,1,5,5,-2.5,1,M,1,3,-0.99,1.01,1.362257282,0.487257282,0,1,5.5,5,-0.824348686,-1.324348686
4,1,6,6,-1.5,1,M,3,3,1.01,1.01,1.362257282,0.487257282,0,1,5.5,6,-0.824348686,-0.324348686
4,1,7,7,-0.5,1,M,1,2,-0.99,0.01,1.362257282,0.487257282,0,1,4.75,7,-1.574348686,0.675651314
4,1,8,1,0.5,1,M,1,1,-0.99,-0.99,1.362257282,0.487257282,0,1,5.5,6.25,-0.824348686,-0.074348686
4,1,9,2,1.5,1,M,3,3,1.01,1.01,1.362257282,0.487257282,0,1,5.25,5.5,-1.074348686,-0.824348686
4,1,10,3,2.5,1,M,4,1,2.01,-0.99,1.362257282,0.487257282,0,1,5,7,-1.324348686,0.675651314
4,1,11,4,3.5,1,M,1,1,-0.99,-0.99,1.362257282,0.487257282,0,1,6,5.75,-0.324348686,-0.574348686
4,1,12,5,4.5,1,M,2,2,0.01,0.01,1.362257282,0.487257282,0,1,5.75,7,-0.574348686,0.675651314
4,1,13,6,5.5,1,M,1,4,-0.99,2.01,1.362257282,0.487257282,0,1,5,4.25,-1.324348686,-2.074348686
4,1,14,7,6.5,1,M,1,2,-0.99,0.01,1.362257282,0.487257282,0,1,6,7,-0.324348686,0.675651314
4,2,1,1,-6.5,-1,F,5,5,3.01,3.01,0.487257282,1.362257282,1,0,4.5,5,-1.824348686,-1.324348686
4,2,2,2,-5.5,-1,F,6,3,4.01,1.01,0.487257282,1.362257282,1,0,5.75,5.25,-0.574348686,-1.074348686
4,2,3,3,-4.5,-1,F,1,1,-0.99,-0.99,0.487257282,1.362257282,1,0,7,5.25,0.675651314,-1.074348686
4,2,4,4,-3.5,-1,F,4,3,2.01,1.01,0.487257282,1.362257282,1,0,6.25,5,-0.074348686,-1.324348686
4,2,5,5,-2.5,-1,F,3,1,1.01,-0.99,0.487257282,1.362257282,1,0,5,5.5,-1.324348686,-0.824348686
4,2,6,6,-1.5,-1,F,3,3,1.01,1.01,0.487257282,1.362257282,1,0,6,5.5,-0.324348686,-0.824348686
4,2,7,7,-0.5,-1,F,2,1,0.01,-0.99,0.487257282,1.362257282,1,0,7,4.75,0.675651314,-1.574348686
4,2,8,1,0.5,-1,F,1,1,-0.99,-0.99,0.487257282,1.362257282,1,0,6.25,5.5,-0.074348686,-0.824348686
4,2,9,2,1.5,-1,F,3,3,1.01,1.01,0.487257282,1.362257282,1,0,5.5,5.25,-0.824348686,-1.074348686
4,2,10,3,2.5,-1,F,1,4,-0.99,2.01,0.487257282,1.362257282,1,0,7,5,0.675651314,-1.324348686
4,2,11,4,3.5,-1,F,1,1,-0.99,-0.99,0.487257282,1.362257282,1,0,5.75,6,-0.574348686,-0.324348686
4,2,12,5,4.5,-1,F,2,2,0.01,0.01,0.487257282,1.362257282,1,0,7,5.75,0.675651314,-0.574348686
4,2,13,6,5.5,-1,F,4,1,2.01,-0.99,0.487257282,1.362257282,1,0,4.25,5,-2.074348686,-1.324348686
4,2,14,7,6.5,-1,F,2,1,0.01,-0.99,0.487257282,1.362257282,1,0,7,6,0.675651314,-0.324348686
5,1,1,1,-6.5,1,M,2,1,0.01,-0.99,1.237257282,-0.387742718,0,1,6.25,7,-0.074348686,0.675651314
5,1,2,2,-5.5,1,M,2,3,0.01,1.01,1.237257282,-0.387742718,0,1,7,7,0.675651314,0.675651314
5,1,3,3,-4.5,1,M,2,5,0.01,3.01,1.237257282,-0.387742718,0,1,6.5,7,0.175651314,0.675651314
5,1,4,4,-3.5,1,M,1,2,-0.99,0.01,1.237257282,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
5,1,5,5,-2.5,1,M,1,1,-0.99,-0.99,1.237257282,-0.387742718,0,1,6,6.75,-0.324348686,0.425651314
5,1,6,6,-1.5,1,M,1,2,-0.99,0.01,1.237257282,-0.387742718,0,1,7,6.25,0.675651314,-0.074348686
5,1,7,7,-0.5,1,M,1,3,-0.99,1.01,1.237257282,-0.387742718,0,1,7,7,0.675651314,0.675651314
5,1,8,1,0.5,1,M,3,6,1.01,4.01,1.237257282,-0.387742718,0,1,6.5,6.75,0.175651314,0.425651314
5,1,9,2,1.5,1,M,5,5,3.01,3.01,1.237257282,-0.387742718,0,1,6,7,-0.324348686,0.675651314
5,1,10,3,2.5,1,M,2,4,0.01,2.01,1.237257282,-0.387742718,0,1,6,7,-0.324348686,0.675651314
5,1,11,4,3.5,1,M,1,1,-0.99,-0.99,1.237257282,-0.387742718,0,1,6,7,-0.324348686,0.675651314
5,1,12,5,4.5,1,M,2,2,0.01,0.01,1.237257282,-0.387742718,0,1,6,7,-0.324348686,0.675651314
5,1,13,6,5.5,1,M,1,3,-0.99,1.01,1.237257282,-0.387742718,0,1,6,7,-0.324348686,0.675651314
5,1,14,7,6.5,1,M,2,3,0.01,1.01,1.237257282,-0.387742718,0,1,7,7,0.675651314,0.675651314
5,2,1,1,-6.5,-1,F,1,2,-0.99,0.01,-0.387742718,1.237257282,1,0,7,6.25,0.675651314,-0.074348686
5,2,2,2,-5.5,-1,F,3,2,1.01,0.01,-0.387742718,1.237257282,1,0,7,7,0.675651314,0.675651314
5,2,3,3,-4.5,-1,F,5,2,3.01,0.01,-0.387742718,1.237257282,1,0,7,6.5,0.675651314,0.175651314
5,2,4,4,-3.5,-1,F,2,1,0.01,-0.99,-0.387742718,1.237257282,1,0,7,6.75,0.675651314,0.425651314
5,2,5,5,-2.5,-1,F,1,1,-0.99,-0.99,-0.387742718,1.237257282,1,0,6.75,6,0.425651314,-0.324348686
5,2,6,6,-1.5,-1,F,2,1,0.01,-0.99,-0.387742718,1.237257282,1,0,6.25,7,-0.074348686,0.675651314
5,2,7,7,-0.5,-1,F,3,1,1.01,-0.99,-0.387742718,1.237257282,1,0,7,7,0.675651314,0.675651314
5,2,8,1,0.5,-1,F,6,3,4.01,1.01,-0.387742718,1.237257282,1,0,6.75,6.5,0.425651314,0.175651314
5,2,9,2,1.5,-1,F,5,5,3.01,3.01,-0.387742718,1.237257282,1,0,7,6,0.675651314,-0.324348686
5,2,10,3,2.5,-1,F,4,2,2.01,0.01,-0.387742718,1.237257282,1,0,7,6,0.675651314,-0.324348686
5,2,11,4,3.5,-1,F,1,1,-0.99,-0.99,-0.387742718,1.237257282,1,0,7,6,0.675651314,-0.324348686
5,2,12,5,4.5,-1,F,2,2,0.01,0.01,-0.387742718,1.237257282,1,0,7,6,0.675651314,-0.324348686
5,2,13,6,5.5,-1,F,3,1,1.01,-0.99,-0.387742718,1.237257282,1,0,7,6,0.675651314,-0.324348686
5,2,14,7,6.5,-1,F,3,2,1.01,0.01,-0.387742718,1.237257282,1,0,7,7,0.675651314,0.675651314
8,1,1,1,-6.5,1,M,2,2,0.01,0.01,-0.387742718,-0.387742718,0,1,7,7,0.675651314,0.675651314
8,1,2,2,-5.5,1,M,2,5,0.01,3.01,-0.387742718,-0.387742718,0,1,6.75,6.25,0.425651314,-0.074348686
8,1,3,3,-4.5,1,M,1,3,-0.99,1.01,-0.387742718,-0.387742718,0,1,6.75,6.5,0.425651314,0.175651314
8,1,4,4,-3.5,1,M,1,1,-0.99,-0.99,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,1,5,5,-2.5,1,M,5,5,3.01,3.01,-0.387742718,-0.387742718,0,1,5.75,6.5,-0.574348686,0.175651314
8,1,6,6,-1.5,1,M,3,2,1.01,0.01,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,1,7,7,-0.5,1,M,2,2,0.01,0.01,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,1,8,1,0.5,1,M,1,1,-0.99,-0.99,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,1,9,2,1.5,1,M,1,1,-0.99,-0.99,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,1,10,3,2.5,1,M,1,2,-0.99,0.01,-0.387742718,-0.387742718,0,1,6.5,7,0.175651314,0.675651314
8,1,11,4,3.5,1,M,1,2,-0.99,0.01,-0.387742718,-0.387742718,0,1,6.25,7,-0.074348686,0.675651314
8,1,12,5,4.5,1,M,1,1,-0.99,-0.99,-0.387742718,-0.387742718,0,1,7,7,0.675651314,0.675651314
8,1,13,6,5.5,1,M,1,2,-0.99,0.01,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,1,14,7,6.5,1,M,1,1,-0.99,-0.99,-0.387742718,-0.387742718,0,1,6.75,7,0.425651314,0.675651314
8,2,1,1,-6.5,-1,F,2,2,0.01,0.01,-0.387742718,-0.387742718,1,0,7,7,0.675651314,0.675651314
8,2,2,2,-5.5,-1,F,5,2,3.01,0.01,-0.387742718,-0.387742718,1,0,6.25,6.75,-0.074348686,0.425651314
8,2,3,3,-4.5,-1,F,3,1,1.01,-0.99,-0.387742718,-0.387742718,1,0,6.5,6.75,0.175651314,0.425651314
8,2,4,4,-3.5,-1,F,1,1,-0.99,-0.99,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
8,2,5,5,-2.5,-1,F,5,5,3.01,3.01,-0.387742718,-0.387742718,1,0,6.5,5.75,0.175651314,-0.574348686
8,2,6,6,-1.5,-1,F,2,3,0.01,1.01,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
8,2,7,7,-0.5,-1,F,2,2,0.01,0.01,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
8,2,8,1,0.5,-1,F,1,1,-0.99,-0.99,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
8,2,9,2,1.5,-1,F,1,1,-0.99,-0.99,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
8,2,10,3,2.5,-1,F,2,1,0.01,-0.99,-0.387742718,-0.387742718,1,0,7,6.5,0.675651314,0.175651314
8,2,11,4,3.5,-1,F,2,1,0.01,-0.99,-0.387742718,-0.387742718,1,0,7,6.25,0.675651314,-0.074348686
8,2,12,5,4.5,-1,F,1,1,-0.99,-0.99,-0.387742718,-0.387742718,1,0,7,7,0.675651314,0.675651314
8,2,13,6,5.5,-1,F,2,1,0.01,-0.99,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
8,2,14,7,6.5,-1,F,1,1,-0.99,-0.99,-0.387742718,-0.387742718,1,0,7,6.75,0.675651314,0.425651314
10,1,1,1,-6.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,2,2,-5.5,1,M,2,2,0.01,0.01,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,3,3,-4.5,1,M,1,2,-0.99,0.01,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,4,4,-3.5,1,M,4,4,2.01,2.01,-0.637742718,-1.012742718,0,1,7,6.75,0.675651314,0.425651314
10,1,5,5,-2.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,6,6,-1.5,1,M,3,4,1.01,2.01,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,7,7,-0.5,1,M,2,2,0.01,0.01,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,8,1,0.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,9,2,1.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,10,3,2.5,1,M,2,2,0.01,0.01,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,11,4,3.5,1,M,2,2,0.01,0.01,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,12,5,4.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,13,6,5.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,1,14,7,6.5,1,M,1,1,-0.99,-0.99,-0.637742718,-1.012742718,0,1,7,7,0.675651314,0.675651314
10,2,1,1,-6.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,2,2,-5.5,-1,F,2,2,0.01,0.01,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,3,3,-4.5,-1,F,2,1,0.01,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,4,4,-3.5,-1,F,4,4,2.01,2.01,-1.012742718,-0.637742718,1,0,6.75,7,0.425651314,0.675651314
10,2,5,5,-2.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,6,6,-1.5,-1,F,4,3,2.01,1.01,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,7,7,-0.5,-1,F,2,2,0.01,0.01,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,8,1,0.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,9,2,1.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,10,3,2.5,-1,F,2,2,0.01,0.01,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,11,4,3.5,-1,F,2,2,0.01,0.01,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,12,5,4.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,13,6,5.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
10,2,14,7,6.5,-1,F,1,1,-0.99,-0.99,-1.012742718,-0.637742718,1,0,7,7,0.675651314,0.675651314
11,1,1,1,-6.5,1,M,2,1,0.01,-0.99,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,2,2,-5.5,1,M,2,2,0.01,0.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,3,3,-4.5,1,M,2,1,0.01,-0.99,-0.137742718,0.612257282,0,1,6.5,7,0.175651314,0.675651314
11,1,4,4,-3.5,1,M,3,3,1.01,1.01,-0.137742718,0.612257282,0,1,6.5,7,0.175651314,0.675651314
11,1,5,5,-2.5,1,M,1,3,-0.99,1.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,6,6,-1.5,1,M,3,1,1.01,-0.99,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,7,7,-0.5,1,M,3,3,1.01,1.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,8,1,0.5,1,M,2,4,0.01,2.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,9,2,1.5,1,M,3,4,1.01,2.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,10,3,2.5,1,M,2,4,0.01,2.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,11,4,3.5,1,M,2,4,0.01,2.01,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,12,5,4.5,1,M,1,1,-0.99,-0.99,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,13,6,5.5,1,M,1,1,-0.99,-0.99,-0.137742718,0.612257282,0,1,6.75,7,0.425651314,0.675651314
11,1,14,7,6.5,1,M,1,1,-0.99,-0.99,-0.137742718,0.612257282,0,1,7,7,0.675651314,0.675651314
11,2,1,1,-6.5,-1,F,1,2,-0.99,0.01,0.612257282,-0.137742718,1,0,7,6.75,0.675651314,0.425651314
11,2,2,2,-5.5,-1,F,2,2,0.01,0.01,0.612257282,-0.137742718,1,0,7,6.75,0.675651314,0.425651314
